no,word,phonetic,pos,meaning
1,airport,/ˈeəpɔːt/,n.,机场
2,bridge,/brɪdʒ/,n.,桥
3,bus station,,,公共汽车站
4,bus stop,,,公共汽车停靠站
5,car park,,,停车场
6,city centre,,,市中心
7,corner,/ˈkɔːnə(r)/,n.,角落；拐角
8,market,/ˈmɑːkɪt/,n.,市场
9,park,/pɑːk/,n.,公园
10,playground,/ˈpleɪgraʊnd/,n.,操场
11,square,/skweə(r)/,n.,广场
12,town,/taʊn/,n.,小镇
13,zoo,/zuː/,n.,动物园
