no,word,phonetic,pos,meaning
1,centimetre,/ˈsentɪmiːtə(r)/,n.,(= cm)厘米（英）
2,centimeter,/ˈsentɪmiːtə(r)/,n.,(= cm)厘米（美）
3,degree,/dɪˈgriː/,n.,度数
4,gram(me),/græm/,n.,克
5,half,/hɑːf/,n.,一半
6,hour,/ˈaʊə/,n.,小时
7,kilo(gram[me])/kg,/ˈkiːləʊ//ˈkɪləgræm/,n.,公斤
8,kilometre,/ˈkɪləmiːtə(r)/,n.,(= km)公里（英）
9,kilometer,/ˈkɪləmiːtə(r)/,n.,(= km)公里（美）
10,litre/liter,/ˈliːtə(r)/,n.,升
11,metre/meter,/ˈmiːtə(r)/,n.,米
12,quarter,/ˈkwɔːtə(r)/,n.,季度；一刻钟；四分之一
13,temperature,/ˈtemprətʃə(r)/,n.,温度；体温
